,ANA1_instrbk_1,ANA1_shock_1,ANA1_shock_2,ANA1_shock_3,ANA1_shock_4,ANA1_shock_5,ANA1_shock_6,ANA1_shock_7,ANA1_shock_8,ANA1_shock_9,ANA2_instrbk_1,ANA2_shock_10,ANA2_shock_11,ANA2_shock_12,ANA2_shock_13,ANA2_shock_14,ANA2_shock_15,ANA2_shock_16,ANA2_shock_17,ANA2_shock_18,N_ANA1_instrbk_1,N_ANA1_shock_1,N_ANA1_shock_2,N_ANA1_shock_3,N_ANA1_shock_4,N_ANA1_shock_5,N_ANA1_shock_6,N_ANA2_instrbk_1,N_ANA2_shock_10,N_ANA2_shock_11,N_ANA2_shock_12,N_ANA2_shock_7,N_ANA2_shock_8,N_ANA2_shock_9,N_ANA3_instrbk_1,N_ANA3_shock_13,N_ANA3_shock_14,N_ANA3_shock_15,N_ANA3_shock_16,N_ANA3_shock_17,N_ANA3_shock_18,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,drift_19,drift_20,drift_21,drift_22,constant,HYPER1_instrbk_1,HYPER1_shock_1,HYPER1_shock_2,HYPER1_shock_3,HYPER1_shock_4,HYPER1_shock_5,HYPER1_shock_6,HYPER1_shock_7,HYPER1_shock_8,HYPER1_shock_9,HYPER2_instrbk_1,HYPER2_shock_10,HYPER2_shock_11,HYPER2_shock_12,HYPER2_shock_13,HYPER2_shock_14,HYPER2_shock_15,HYPER2_shock_16,HYPER2_shock_17,HYPER2_shock_18,N_HYPER1_instrbk_1,N_HYPER1_shock_1,N_HYPER1_shock_2,N_HYPER1_shock_3,N_HYPER1_shock_4,N_HYPER1_shock_5,N_HYPER1_shock_6,N_HYPER2_instrbk_1,N_HYPER2_shock_10,N_HYPER2_shock_11,N_HYPER2_shock_12,N_HYPER2_shock_7,N_HYPER2_shock_8,N_HYPER2_shock_9,N_HYPER3_instrbk_1,N_HYPER3_shock_13,N_HYPER3_shock_14,N_HYPER3_shock_15,N_HYPER3_shock_16,N_HYPER3_shock_17,N_HYPER3_shock_18,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,drift_19,drift_20,drift_21,drift_22,constant
288,1.0567021803356076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036373707,0.063464438,-0.21051132,0.0015766601,-0.00034273548,-0.00087463734,1050.0976,724.79549,0.050527972956675486,-0.002730634489071792,-0.054316593589222556,-0.07263095930364215,-0.0464552790582234,0.008176551569802628,0.05779984095561954,0.072017876091161,0.04212140898213381,-0.0135764992681824,-0.060958131894353604,-0.07099990124999137,-0.03755072817499962,0.0189001185436907,0.06377371018111672,0.06958275793546319,0.032768933456786234,-0.024117479481756986,-0.06623074635605676,-0.06777441346757879,-0.027802908550766295,0.029199249562702336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,1.021911931683982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034239396,0.030109283,-0.2134794,0.0015284728,-0.00041699119,-0.00093769876,1051.0114,724.99459,0.05008907427615721,-0.003943245524558497,-0.055512609902887325,-0.07240873805495511,-0.04407829005041651,0.011783505625243792,0.06028531093416936,0.07113284578723346,0.03755072817499956,-0.019485614896235025,-0.06435122181413368,-0.06902298594003764,-0.03058291834468897,0.026959273148435565,0.06766267345521049,0.06610389469101272,0.02325655175901575,-0.0341168585720692,-0.07018084211459727,-0.06240979571610303,-0.01565752336763612,0.04087445502228647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,1.0066694921475836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04342712,0.051853711,-0.21917447,0.0013751245,-0.0008497008,-0.00084963642,1051.8594,726.89034,0.04964669737172131,-0.0051547612910276585,-0.0566739342769317,-0.07210607389207448,-0.041624790908690965,0.015361008440769238,0.06256571121941631,0.06993180146045636,0.03276893345678621,-0.02525949841264562,-0.06720398668833151,-0.06635644823759418,-0.02325655175901574,0.034651915363617065,0.07049583302375322,0.06145164627954614,0.013278225994888636,-0.043350082602985826,-0.07237529821855497,-0.055315663093580214,-0.0030338715142875896,0.05117973270472258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,1.0016060242497493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036276628,0.054114713,-0.23150883,0.0014752385,-0.00091040279,-0.00097433805,1050.0445,725.42911,0.049200872962360934,-0.00636484527996744,-0.05779984095561957,-0.07172330306153538,-0.039099040363312625,0.01890011854369078,0.06463328468147493,0.06842007885755995,0.027802908550766326,-0.03085807848969574,-0.06949247327616576,-0.06302693005165666,-0.015657523367636105,0.041873463412685885,0.07222898045958506,0.05570859299840912,0.0030338715142875805,-0.051609803020100105,-0.07275921828823041,-0.046688609864212895,0.009682451420747326,0.05976969608092526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1.0002466400148913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037194682,0.03033997,-0.24051074,0.0016505801,-0.00083525767,-0.001038825,1050.2302,724.72614,0.04875163200646664,-0.0075731613805540415,-0.058889626317078635,-0.07126085080484737,-0.03650542255695701,0.02239199041858676,0.0664809981534066,0.0666043939412741,0.02268057294056589,-0.036242500423027776,-0.07119746629958838,-0.059067697261206586,-0.007874924830581068,0.048525740062997876,0.0728350718492516,0.04897667760853832,-0.007271266458415769,-0.05871053303325526,-0.07132299820263842,-0.036767710946967166,0.02210301916565277,0.06635644823759414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038235867,0.052644746,-0.22271171,0.0016219376,-0.0010848233,-0.0010831916,1052.4267,727.15835,0.04829900569967661,-0.008779373973009236,-0.05994260931302048,-0.07071923088606993,-0.033848439434810036,0.025827896615442398,0.0681025663556112,0.06449281305406372,0.017430724904063607,-0.041375395787170324,-0.0723046497843704,-0.054518307349192496,-3.121930414979213e-17,0.054518307349192455,0.07230464978437041,0.041375395787170484,-0.01743072490406342,-0.06449281305406362,-0.06810256635561121,-0.02582789661544258,0.033848439434809925,0.07071923088606988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031176152,0.055144206,-0.2246951,0.0015481914,-0.0012042112,-0.0011578546,1050.069,724.7984,0.047843025472710354,-0.00998314802182161,-0.06095813189435358,-0.0700990450210432,-0.031132702930189892,0.02919924956270225,0.06949247327616574,0.062094717082681626,0.012082879606621579,-0.0462211417761393,-0.07280472726418191,-0.04942421417584311,0.007874924830581003,0.059769696080925194,0.0706459909343814,0.033039675005390026,-0.027240959486883185,-0.06882679164607416,-0.06317848487329561,-0.014172333565760276,0.0445599426507736,0.07271182318664834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035484102,0.052414198,-0.20208392,0.001430653,-0.0014702525,-0.0015753934,1051.2638,725.11607,0.04738372298918625,-0.011184149168805337,-0.06193555942242312,-0.0694009822089082,-0.028362926959254024,0.03249762303071553,0.07064599093438138,0.05942075978274115,0.006667103163904185,-0.05074610842926559,-0.07269349983837337,-0.043836313840101684,0.015657523367636043,0.06420851341974683,0.06788497689796569,0.024117479481757065,-0.03650542255695691,-0.071615141570949,-0.05667393427693174,-0.0021240234900998076,0.05391034073559264,0.07226744241306175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03569339,0.041606708,-0.25352671,0.0015764588,-0.0015633228,-0.0014456356,1051.6859,726.34592,0.0469211301434227,-0.012382043825971,-0.06287428106562079,-0.06862581796665927,-0.025543919238685927,0.0357147731919297,0.07155919546375189,0.05648282044845485,0.0012138436071991597,-0.0549188920264784,-0.07197190142804566,-0.037810436166570156,0.023256551759015684,0.06777441346757876,0.06406469034835904,0.014767183725573708,-0.04503850097437413,-0.07279524544561945,-0.048751632006466684,0.009983148021821516,0.06161402122986072,0.06940098220890825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04026257,0.051702405,-0.22791429,0.0015763607,-0.0017036746,-0.0013096179,1051.268,725.5954,0.046455279058223414,-0.013576499268182387,-0.06377371018111673,-0.0677744134675788,-0.02268057294056588,0.03884265922519554,0.07222898045958506,0.05329395113780859,-0.0042462402984281425,-0.05871053303325527,-0.07064599093438138,-0.031406786898617686,0.030582918344688913,0.07041891767159518,0.05924474277427998,0.005154761291027703,-0.0526692348609229,-0.0723406019275811,-0.03960976189102733,0.021813664198382588,0.06743567146426799,0.06420851341974687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040853633,0.06054705,-0.25154543,0.0013950034,-0.0015217295,-0.0012428868,1051.043,725.68721,0.04598620208264671,-0.014767183725573651,-0.06463328468147492,-0.06684771458451173,-0.01977785819890944,0.041873463412685843,0.07265306754591254,0.04986831868762785,-0.009682451420747352,-0.06209471708268157,-0.06872690136508003,-0.024689346170813527,0.03755072817499957,0.07210607389207448,0.05350034430635753,-0.004549161356428194,-0.059244742774279935,-0.0702614208499237,-0.029477016394370423,0.03303967500538983,0.0711974662995884,0.05686406423072085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036151862,0.047627495,-0.23205566,0.0017376373,-0.0014291324,-0.0013195348,1049.7853,724.18835,0.04551393178975929,-0.015953766475701125,-0.06545246738592297,-0.06584675083904258,-0.016840813482617106,0.044799610679197806,0.07283001412573387,0.04622114177613934,-0.015064226842679109,-0.06504795759978267,-0.06623074635605679,-0.017725229270667085,0.044078290050416524,0.07281294517316735,0.046921130143422765,-0.014172333565760187,-0.06463328468147496,-0.06660439394127404,-0.01860687565819444,0.04335008260298582,0.07278449988208685,0.047613787525004406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036298726,0.044325456,-0.2199281,0.0016652469,-0.0013071669,-0.0014819403,1051.1074,725.74206,0.04503850097437421,-0.01713591793540422,-0.06623074635605676,-0.06477263425774231,-0.013874536849810326,0.0476137875250043,0.07275921828823041,0.042368623312633226,-0.020361309690040165,-0.06754975880069738,-0.0631784848732956,-0.010584016076429779,0.05008907427615718,0.07252992157172285,0.03960976189102732,-0.023543938056339773,-0.06872690136508004,-0.06145164627954615,-0.007271266458415858,0.0524591625618241,0.07214829549873515,0.03676771094696718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039793407,0.051362831,-0.23667417,0.0016933945,-0.0013069024,-0.0013985589,1051.3453,726.26314,0.04455994265077368,-0.018313309752349866,-0.06696763521577029,-0.06362655813675591,-0.010884177098733292,0.05030896030493324,0.07244092085625702,0.03832787845459101,-0.025543919238685955,-0.06958275793546317,-0.05959574523088762,-0.003337055870680715,0.055512609902887325,0.07126085080484736,0.03168032563680775,-0.03249762303071556,-0.07144357738172996,-0.05491889202647837,0.004246240298428051,0.060114481925353375,0.06930828632199997,0.02468934617081343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037747549,0.048152983,-0.2294502,0.0013964109,-0.0017279516,-0.0015402412,1050.6576,725.45889,0.04407829005041649,-0.019485614896235074,-0.0676626734552105,-0.062409795716102966,-0.007874924830581179,0.0528783928079893,0.07187620456714626,0.03411685857206925,-0.03058291834468892,-0.07113284578723345,-0.055512609902887367,0.003943245524558487,0.06028531093416931,0.06902298594003764,0.023256551759015875,-0.040874455022286475,-0.07272888423818598,-0.04715283585923825,0.015657523367636025,0.06610389469101262,0.0643512218141337,0.011783505625243926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04320154,0.052678613,-0.2364817,0.0015650064,-0.0017189976,-0.0016304109,1051.8446,726.34923,0.04359357661963036,-0.020652507749622354,-0.06831542671856745,-0.06112369876516418,-0.004852003439767991,0.05531566309358017,0.07106699038961199,0.02975427149713399,-0.03544997725624692,-0.07218926459165015,-0.05096336293581353,0.011184149168805247,0.06435122181413366,0.0658467508390426,0.01446988424620128,-0.04852574006299777,-0.07255707086397911,-0.03832787845459114,0.026677118789780827,0.07026142084992369,0.05742851792263768,-0.001517264997299394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042541032,0.046514706,-0.26292351,0.0015344146,-0.001705437,-0.0016700236,1051.6272,726.31309,0.04310583601728947,-0.021813664198382567,-0.06892548707551976,-0.05976969608092522,-0.0018206600472726688,0.05761467954226741,0.07001603098928096,0.02525949841264566,-0.04011773288635191,-0.07274468269680183,-0.04598620208264678,0.01831330975234981,0.06766267345521049,0.061775326544254355,0.005457429654249961,-0.05531566309358016,-0.07093157953305695,-0.028642200009879357,0.03702936103966134,0.07247184606375863,0.04875163200646669,-0.014767183725573486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
