,ANA1_instrbk_1,ANA1_shock_1,ANA1_shock_2,ANA1_shock_3,ANA1_shock_4,ANA1_shock_5,ANA1_shock_6,ANA1_shock_7,ANA1_shock_8,ANA1_shock_9,ANA2_instrbk_1,ANA2_shock_10,ANA2_shock_11,ANA2_shock_12,ANA2_shock_13,ANA2_shock_14,ANA2_shock_15,ANA2_shock_16,ANA2_shock_17,ANA2_shock_18,N_ANA1_instrbk_1,N_ANA1_shock_1,N_ANA1_shock_2,N_ANA1_shock_3,N_ANA1_shock_4,N_ANA1_shock_5,N_ANA1_shock_6,N_ANA2_instrbk_1,N_ANA2_shock_10,N_ANA2_shock_11,N_ANA2_shock_12,N_ANA2_shock_7,N_ANA2_shock_8,N_ANA2_shock_9,N_ANA3_instrbk_1,N_ANA3_shock_13,N_ANA3_shock_14,N_ANA3_shock_15,N_ANA3_shock_16,N_ANA3_shock_17,N_ANA3_shock_18,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,drift_19,drift_20,drift_21,drift_22,constant,HYPER1_instrbk_1,HYPER1_shock_1,HYPER1_shock_2,HYPER1_shock_3,HYPER1_shock_4,HYPER1_shock_5,HYPER1_shock_6,HYPER1_shock_7,HYPER1_shock_8,HYPER1_shock_9,HYPER2_instrbk_1,HYPER2_shock_10,HYPER2_shock_11,HYPER2_shock_12,HYPER2_shock_13,HYPER2_shock_14,HYPER2_shock_15,HYPER2_shock_16,HYPER2_shock_17,HYPER2_shock_18,N_HYPER1_instrbk_1,N_HYPER1_shock_1,N_HYPER1_shock_2,N_HYPER1_shock_3,N_HYPER1_shock_4,N_HYPER1_shock_5,N_HYPER1_shock_6,N_HYPER2_instrbk_1,N_HYPER2_shock_10,N_HYPER2_shock_11,N_HYPER2_shock_12,N_HYPER2_shock_7,N_HYPER2_shock_8,N_HYPER2_shock_9,N_HYPER3_instrbk_1,N_HYPER3_shock_13,N_HYPER3_shock_14,N_HYPER3_shock_15,N_HYPER3_shock_16,N_HYPER3_shock_17,N_HYPER3_shock_18,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,drift_19,drift_20,drift_21,drift_22,constant
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01023673,0.038551166,-0.03942084,-0.00040708652,-0.0004282305,0.00011911026,1053.0512,726.9584,0.06696763521577029,0.050308960304933224,0.025543919238685917,-0.003337055870680776,-0.031680325636807706,-0.05491889202647842,-0.06930828632199997,-0.07252992157172286,-0.06406469034835904,-0.04527660938910334,-0.019193033318064042,0.00998314802182155,0.03755072817499953,0.05906769726120659,0.07106699038961198,0.07161514157094905,0.060623826296869666,0.03986409341436228,0.01268099308972135,-0.016545416668794544,-0.04310583601728942,-0.0627205405652152,1.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018021744,0.041179984,-0.031220297,-0.00031986225,-0.00059781709,7.9379173e-05,1052.9923,726.52263,0.06672663345901274,0.049424214175843036,0.023830915624589367,-0.0057600032750306515,-0.03438468543152024,-0.05724135932854583,-0.07049583302375322,-0.07192467731343298,-0.061288204512182975,-0.04037067590374712,-0.012680993089721277,0.017135917935404196,0.044078290050416434,0.0636265581367559,0.07250151314059004,0.06921438722466652,0.054316593589222625,0.03030722727202349,0.0012138436071991597,-0.028083161520615265,-0.052669234860922905,-0.06842007885755996,1.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01497541,0.041788171,-0.029590719,-0.00033589265,-0.00048584009,0.00013423147,1053.4345,726.80852,0.06648099815340659,0.04852574006299784,0.02210301916565282,-0.008176551569802668,-0.03702936103966144,-0.05942075978274114,-0.07144357738172995,-0.07099990124999134,-0.058167150323103524,-0.035184565899458495,-0.0060624769006109285,0.02411747948175701,0.05008907427615719,0.0673204134265093,0.07280472726418191,0.06558503453795106,0.0469211301434227,0.02006975815266495,-0.01028367131277071,-0.03884265922519553,-0.06062382629686964,-0.07182648403068535,1.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021308297,0.042907213,-0.028602788,-8.4962688e-05,-0.0008102117,0.00030108914,1053.1922,726.51024,0.06623074635605676,0.04761378752500428,0.020361309690040172,-0.010584016076429809,-0.039609761891027294,-0.061451646279546135,-0.07214829549873515,-0.0697597017816849,-0.05471907465673586,-0.02975427149713392,0.0006069428768901035,0.030858078489695687,0.055512609902887346,0.07009904502104318,0.07197190142804565,0.060791506774036504,0.038585603768104486,0.009381586729721506,-0.021523930540055743,-0.04852574006299788,-0.06672663345901274,-0.07282558871369095,1.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018704049,0.041859373,-0.023790063,-0.00024906222,-0.0006966272,0.00011542524,1052.9557,726.24131,0.0659758954446409,0.04668860986421298,0.018606875658194365,-0.012979722208033014,-0.04212140898213381,-0.06332894289950519,-0.07260759016845308,-0.06820958860545855,-0.05096336293581352,-0.024117479481756975,0.007271266458415796,0.03729036829272418,0.06028531093416936,0.07192467731343297,0.07001603098928094,0.054918892026478434,0.029477016394370344,-0.0015172649972994296,-0.03222574843719966,-0.056864064230720886,-0.07079124313295748,-0.071383907414066,1.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020798347,0.038446066,-0.12613356,-0.00019508207,-0.0009637338,0.0003376698,1053.7453,726.80061,0.0657164631162027,0.045750464056361594,0.016840813482617113,-0.01536100844076923,-0.04455994265077367,-0.06504795759978267,-0.07281989902991062,-0.06635644823759418,-0.046921130143422744,-0.018313309752349915,0.0138745368498103,0.043350082602985805,0.06435122181413368,0.07277249076012998,0.0669676352157703,0.04807143285267226,0.01977785819890945,-0.012382043825970903,-0.04212140898213377,-0.06362655813675586,-0.07269349983837337,-0.06754975880069741,1.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033407476,0.049147298,-0.096735974,-2.3883519e-05,-0.0015234036,0.00042765076,1053.2936,726.24108,0.06545246738592297,0.04479961067919781,0.015064226842679057,-0.017725229270667064,-0.0469211301434227,-0.0666043939412741,-0.07278449988208685,-0.06420851341974683,-0.0426151021124771,-0.012382043825971002,0.020361309690040172,0.04897667760853833,0.0676626734552105,0.07263095930364215,0.0628742810656208,0.04037067590374713,0.009682451420747397,-0.0229687617217204,-0.0509633629358135,-0.06862581796665927,-0.07237529821855497,-0.06145164627954614,1.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016189979,0.049197925,-0.082841328,-0.00015533439,-0.0012683289,-0.00013221594,1053.2341,726.85639,0.06518392658586866,0.04383631384010164,0.013278225994888634,-0.02006975815266491,-0.049200872962360934,-0.06799436182696038,-0.07250151314059004,-0.06177532654425429,-0.03806948775883565,-0.0063648452799674425,0.02667711878978092,0.05411393687863103,0.07018084211459726,0.07150200706974359,0.05779984095561956,0.03195331439605443,-0.0006069428768900947,-0.03303967500538998,-0.05853042051884395,-0.07172330306153538,-0.06984635789681663,-0.053293951137808604,1.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021779728,0.050824572,-0.12438937,-4.96381e-05,-0.00099122483,0.00032100889,1052.9279,726.54565,0.06491085936371986,0.042860841102727434,0.011483927079050474,-0.022391990418586725,-0.051395213979755675,-0.06921438722466651,-0.07197190142804565,-0.05906769726120663,-0.03330984297638093,-0.000303474072640688,0.032768933456786185,0.058710533033255276,0.07187620456714625,0.06940098220890821,0.051823496100432624,0.02296876172172038,-0.010884177098733256,-0.04236862331263325,-0.0646332846814749,-0.07283317518921306,-0.06518392658586865,-0.04335008260298589,1.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034869898,0.061832513,-0.09769402,1.7218873e-06,-0.00052268906,0.00042385856,1052.6687,726.05522,0.06463328468147493,0.04187346341268588,0.009682451420747378,-0.02468934617081346,-0.05350034430635754,-0.07026142084992369,-0.0711974662995884,-0.05609765445560982,-0.028362926959254024,0.005760003275030643,0.03858560376810446,0.0627205405652152,0.07272888423818598,0.0663564482375942,0.04503850097437423,0.013576499268182446,-0.020943347276135116,-0.05074610842926559,-0.06911928654702129,-0.07192467731343298,-0.058530420518844065,-0.0319533143960545,1.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037460288,0.063985867,-0.10751489,1.068169e-05,-0.00028015453,0.00041853443,1052.8313,726.30757,0.06435122181413369,0.040874455022286565,0.007874924830581137,-0.02695927314843559,-0.055512609902887325,-0.07113284578723346,-0.07018084211459727,-0.05287839280798932,-0.023256551759015726,0.011783505625243792,0.044078290050416434,0.06610389469101269,0.07272888423818598,0.06240979571610298,0.03755072817499961,0.00394324552455854,-0.03058291834468892,-0.0579839989482423,-0.07187620456714623,-0.06902298594003764,-0.050089074276157226,-0.019485614896235202,1.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036321796,0.052269639,-0.10248728,-5.015482e-05,-0.00020815345,0.00039477134,1053.8493,727.62225,0.06406469034835903,0.03986409341436225,0.006062476900610919,-0.029199249562702288,-0.05742851792263764,-0.07182648403068535,-0.06892548707551978,-0.04942421417584305,-0.018019425922540078,0.01772522927066704,0.049200872962360934,0.06882679164607422,0.07187620456714626,0.057614679542267434,0.0294770163943704,-0.005760003275030634,-0.03960976189102727,-0.06391975509677741,-0.0728350718492516,-0.06420851341974684,-0.04011773288635196,-0.006364845279967461,1.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043639921,0.063579724,-0.073523979,-2.5626137e-05,-0.00052842118,0.00026487095,1053.4387,727.43739,0.06377371018111673,0.03884265922519558,0.004246240298428153,-0.031406786898617596,-0.05924474277427999,-0.0723406019275811,-0.06743567146426806,-0.045750464056361594,-0.012680993089721277,0.023543938056339798,0.053910340735592706,0.07086202642489213,0.07018084211459727,0.05203628951098415,0.020943347276135154,-0.015361008440769229,-0.047843025472710354,-0.06842007885755996,-0.07197190142804565,-0.0576146795422674,-0.02892097582423645,0.006969245305143022,1.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042489731,0.047747045,-0.081419283,3.7710868e-05,-0.00039484837,0.00032035626,1052.7355,726.64554,0.06347830151829385,0.03781043616657015,0.0024273500593094822,-0.03357943267957079,-0.0609581318943536,-0.07267391451145926,-0.0657164631162027,-0.041873463412685864,-0.007271266458415759,0.02919924956270231,0.05816715032310353,0.07218926459165015,0.0676626734552105,0.0457504640563616,0.012082879606621515,-0.024689346170813475,-0.05511775598953712,-0.07138390741406601,-0.06930828632199997,-0.049424214175843015,-0.01684081348261706,0.02006975815266496,1.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041585435,0.048505124,-0.067442891,-9.5401582e-05,-0.00050789483,0.0002927216,1053.41,727.06952,0.06317848487329558,0.03676771094696714,0.0006069428768901215,-0.035714773191929707,-0.06256571121941633,-0.07282558871369095,-0.06377371018111673,-0.03781043616657014,-0.0018206600472726688,0.03465191536361708,0.06193555942242313,0.07279524544561945,0.06435122181413369,0.03884265922519557,0.0030338715142875627,-0.0335794326795708,-0.061288204512182975,-0.07274468269680183,-0.06491085936371985,-0.03986409341436223,-0.004246240298428131,0.032497623030715565,1.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995055473678442,9.649976644289379e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038181095,0.044824997,-0.075851493,2.2013301e-05,-0.0003416301,0.00026520806,1052.1324,725.85961,0.06287428106562079,0.0357147731919297,-0.0012138436071991651,-0.037810436166570156,-0.06406469034835903,-0.07279524544561945,-0.06161402122986079,-0.033579432679570774,0.003640182294889757,0.03986409341436225,0.06518392658586866,0.07267391451145926,0.06028531093416935,0.03140678689861756,-0.006062476900610956,-0.04187346341268589,-0.06623074635605677,-0.07247184606375863,-0.058889626317078614,-0.02919924956270229,0.00847803636189764,0.043836313840101636,1.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7532662952288816,0.008174165295638145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044603683,0.030638483,-0.060381558,-0.0001568806,-0.00033391262,0.00016222479,1051.4789,725.12512,0.06256571121941633,0.034651915363617086,-0.0030338715142875683,-0.03986409341436223,-0.06545246738592296,-0.07258296054603978,-0.05924474277428001,-0.029199249562702333,0.009080559171835744,0.04479961067919776,0.06788497689796565,0.07182648403068535,0.055512609902887367,0.023543938056339832,-0.015064226842678984,-0.04942421417584297,-0.06984635789681659,-0.07057152454935704,-0.05139521397975577,-0.01772522927066721,0.02094334727613498,0.053705808694591094,1.0
