,ANA1_instrbk_1,ANA1_shock_1,ANA1_shock_2,ANA1_shock_3,ANA1_shock_4,ANA1_shock_5,ANA1_shock_6,ANA1_shock_7,ANA1_shock_8,ANA1_shock_9,ANA2_instrbk_1,ANA2_shock_10,ANA2_shock_11,ANA2_shock_12,ANA2_shock_13,ANA2_shock_14,ANA2_shock_15,ANA2_shock_16,ANA2_shock_17,ANA2_shock_18,N_ANA1_instrbk_1,N_ANA1_shock_1,N_ANA1_shock_2,N_ANA1_shock_3,N_ANA1_shock_4,N_ANA1_shock_5,N_ANA1_shock_6,N_ANA2_instrbk_1,N_ANA2_shock_10,N_ANA2_shock_11,N_ANA2_shock_12,N_ANA2_shock_7,N_ANA2_shock_8,N_ANA2_shock_9,N_ANA3_instrbk_1,N_ANA3_shock_13,N_ANA3_shock_14,N_ANA3_shock_15,N_ANA3_shock_16,N_ANA3_shock_17,N_ANA3_shock_18,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,drift_19,drift_20,drift_21,drift_22,constant,HYPER1_instrbk_1,HYPER1_shock_1,HYPER1_shock_2,HYPER1_shock_3,HYPER1_shock_4,HYPER1_shock_5,HYPER1_shock_6,HYPER1_shock_7,HYPER1_shock_8,HYPER1_shock_9,HYPER2_instrbk_1,HYPER2_shock_10,HYPER2_shock_11,HYPER2_shock_12,HYPER2_shock_13,HYPER2_shock_14,HYPER2_shock_15,HYPER2_shock_16,HYPER2_shock_17,HYPER2_shock_18,N_HYPER1_instrbk_1,N_HYPER1_shock_1,N_HYPER1_shock_2,N_HYPER1_shock_3,N_HYPER1_shock_4,N_HYPER1_shock_5,N_HYPER1_shock_6,N_HYPER2_instrbk_1,N_HYPER2_shock_10,N_HYPER2_shock_11,N_HYPER2_shock_12,N_HYPER2_shock_7,N_HYPER2_shock_8,N_HYPER2_shock_9,N_HYPER3_instrbk_1,N_HYPER3_shock_13,N_HYPER3_shock_14,N_HYPER3_shock_15,N_HYPER3_shock_16,N_HYPER3_shock_17,N_HYPER3_shock_18,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,drift_1,drift_2,drift_3,drift_4,drift_5,drift_6,drift_7,drift_8,drift_9,drift_10,drift_11,drift_12,drift_13,drift_14,drift_15,drift_16,drift_17,drift_18,drift_19,drift_20,drift_21,drift_22,constant
300,1.0002466400148913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059707597,0.0093975069,0.15601642,-0.0007877676,0.0016691661,-0.00075819247,1056.5556,705.34525,0.04875163200646664,-0.0075731613805540415,-0.058889626317078635,-0.07126085080484737,-0.03650542255695701,0.02239199041858676,0.0664809981534066,0.0666043939412741,0.02268057294056589,-0.036242500423027776,-0.07119746629958838,-0.059067697261206586,-0.007874924830581068,0.048525740062997876,0.0728350718492516,0.04897667760853832,-0.007271266458415769,-0.05871053303325526,-0.07132299820263842,-0.036767710946967166,0.02210301916565277,0.06635644823759414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059763798,-0.0001942394,0.095447637,-0.00083883859,0.0017540175,-0.00064634916,1058.979,706.9581,0.04829900569967661,-0.008779373973009236,-0.05994260931302048,-0.07071923088606993,-0.033848439434810036,0.025827896615442398,0.0681025663556112,0.06449281305406372,0.017430724904063607,-0.041375395787170324,-0.0723046497843704,-0.054518307349192496,-3.121930414979213e-17,0.054518307349192455,0.07230464978437041,0.041375395787170484,-0.01743072490406342,-0.06449281305406362,-0.06810256635561121,-0.02582789661544258,0.033848439434809925,0.07071923088606988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054465342,-0.062578079,0.2078348,4.7138478e-05,0.0017035138,-0.00059044329,1058.2615,707.02373,0.047843025472710354,-0.00998314802182161,-0.06095813189435358,-0.0700990450210432,-0.031132702930189892,0.02919924956270225,0.06949247327616574,0.062094717082681626,0.012082879606621579,-0.0462211417761393,-0.07280472726418191,-0.04942421417584311,0.007874924830581003,0.059769696080925194,0.0706459909343814,0.033039675005390026,-0.027240959486883185,-0.06882679164607416,-0.06317848487329561,-0.014172333565760276,0.0445599426507736,0.07271182318664834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066897329,0.00083523075,0.17874554,-0.00092171123,0.00157973,-0.00067079357,1055.8436,704.84174,0.04738372298918625,-0.011184149168805337,-0.06193555942242312,-0.0694009822089082,-0.028362926959254024,0.03249762303071553,0.07064599093438138,0.05942075978274115,0.006667103163904185,-0.05074610842926559,-0.07269349983837337,-0.043836313840101684,0.015657523367636043,0.06420851341974683,0.06788497689796569,0.024117479481757065,-0.03650542255695691,-0.071615141570949,-0.05667393427693174,-0.0021240234900998076,0.05391034073559264,0.07226744241306175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575417,-0.032725016,0.17812558,-0.0001595327,0.0016183349,-0.00066951316,1056.6913,704.59775,0.0469211301434227,-0.012382043825971,-0.06287428106562079,-0.06862581796665927,-0.025543919238685927,0.0357147731919297,0.07155919546375189,0.05648282044845485,0.0012138436071991597,-0.0549188920264784,-0.07197190142804566,-0.037810436166570156,0.023256551759015684,0.06777441346757876,0.06406469034835904,0.014767183725573708,-0.04503850097437413,-0.07279524544561945,-0.048751632006466684,0.009983148021821516,0.06161402122986072,0.06940098220890825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072758,-0.034251389,0.2227305,-0.00031614018,0.0017891897,-0.00058197561,1056.9289,705.58538,0.046455279058223414,-0.013576499268182387,-0.06377371018111673,-0.0677744134675788,-0.02268057294056588,0.03884265922519554,0.07222898045958506,0.05329395113780859,-0.0042462402984281425,-0.05871053303325527,-0.07064599093438138,-0.031406786898617686,0.030582918344688913,0.07041891767159518,0.05924474277427998,0.005154761291027703,-0.0526692348609229,-0.0723406019275811,-0.03960976189102733,0.021813664198382588,0.06743567146426799,0.06420851341974687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060017927,0.056166797,0.06617013,-0.0015512843,0.0021075457,-0.00076472494,1058.7468,707.25682,0.04598620208264671,-0.014767183725573651,-0.06463328468147492,-0.06684771458451173,-0.01977785819890944,0.041873463412685843,0.07265306754591254,0.04986831868762785,-0.009682451420747352,-0.06209471708268157,-0.06872690136508003,-0.024689346170813527,0.03755072817499957,0.07210607389207448,0.05350034430635753,-0.004549161356428194,-0.059244742774279935,-0.0702614208499237,-0.029477016394370423,0.03303967500538983,0.0711974662995884,0.05686406423072085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055103076,0.032861614,-0.031554703,-0.0015829501,0.0020720746,-0.00075320336,1060.0055,708.42281,0.04551393178975929,-0.015953766475701125,-0.06545246738592297,-0.06584675083904258,-0.016840813482617106,0.044799610679197806,0.07283001412573387,0.04622114177613934,-0.015064226842679109,-0.06504795759978267,-0.06623074635605679,-0.017725229270667085,0.044078290050416524,0.07281294517316735,0.046921130143422765,-0.014172333565760187,-0.06463328468147496,-0.06660439394127404,-0.01860687565819444,0.04335008260298582,0.07278449988208685,0.047613787525004406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061418415,-0.050374827,0.095739329,-3.9072486e-05,0.0016744431,-0.00083782796,1058.35,706.30186,0.04503850097437421,-0.01713591793540422,-0.06623074635605676,-0.06477263425774231,-0.013874536849810326,0.0476137875250043,0.07275921828823041,0.042368623312633226,-0.020361309690040165,-0.06754975880069738,-0.0631784848732956,-0.010584016076429779,0.05008907427615718,0.07252992157172285,0.03960976189102732,-0.023543938056339773,-0.06872690136508004,-0.06145164627954615,-0.007271266458415858,0.0524591625618241,0.07214829549873515,0.03676771094696718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064302885,-0.037076177,0.19256923,-0.00010084984,0.0018084173,-0.00068887615,1057.6862,706.29978,0.04455994265077368,-0.018313309752349866,-0.06696763521577029,-0.06362655813675591,-0.010884177098733292,0.05030896030493324,0.07244092085625702,0.03832787845459101,-0.025543919238685955,-0.06958275793546317,-0.05959574523088762,-0.003337055870680715,0.055512609902887325,0.07126085080484736,0.03168032563680775,-0.03249762303071556,-0.07144357738172996,-0.05491889202647837,0.004246240298428051,0.060114481925353375,0.06930828632199997,0.02468934617081343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058265634,0.058550313,0.084801834,-0.0015676571,0.0019767013,-0.00089471272,1059.4329,707.20236,0.04407829005041649,-0.019485614896235074,-0.0676626734552105,-0.062409795716102966,-0.007874924830581179,0.0528783928079893,0.07187620456714626,0.03411685857206925,-0.03058291834468892,-0.07113284578723345,-0.055512609902887367,0.003943245524558487,0.06028531093416931,0.06902298594003764,0.023256551759015875,-0.040874455022286475,-0.07272888423818598,-0.04715283585923825,0.015657523367636025,0.06610389469101262,0.0643512218141337,0.011783505625243926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061638427,0.05518295,-0.02564259,-0.0018104953,0.0021675493,-0.00071453825,1059.7563,706.77059,0.04359357661963036,-0.020652507749622354,-0.06831542671856745,-0.06112369876516418,-0.004852003439767991,0.05531566309358017,0.07106699038961199,0.02975427149713399,-0.03544997725624692,-0.07218926459165015,-0.05096336293581353,0.011184149168805247,0.06435122181413366,0.0658467508390426,0.01446988424620128,-0.04852574006299777,-0.07255707086397911,-0.03832787845459114,0.026677118789780827,0.07026142084992369,0.05742851792263768,-0.001517264997299394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053626363,-0.072834543,0.16239958,0.00028176919,0.0012127558,-0.001033204,1057.3431,704.84985,0.04310583601728947,-0.021813664198382567,-0.06892548707551976,-0.05976969608092522,-0.0018206600472726688,0.05761467954226741,0.07001603098928096,0.02525949841264566,-0.04011773288635191,-0.07274468269680183,-0.04598620208264678,0.01831330975234981,0.06766267345521049,0.061775326544254355,0.005457429654249961,-0.05531566309358016,-0.07093157953305695,-0.028642200009879357,0.03702936103966134,0.07247184606375863,0.04875163200646669,-0.014767183725573486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029547847,-0.031989924,0.23829149,1.1567734e-05,-0.0003818442,-0.002020986,1058.3538,706.67442,0.04261510211247711,-0.02296876172172037,-0.06949247327616574,-0.05834929190064629,0.001213843607199124,0.0597696960809252,0.06872690136508004,0.020652507749622396,-0.04455994265077363,-0.07279524544561945,-0.04062291807538925,0.02525949841264561,0.07018084211459727,0.05686406423072093,-0.0036401822948896666,-0.06112369876516414,-0.06788497689796574,-0.018313309752350012,0.0464552790582233,0.07267391451145927,0.038585603768104576,-0.02752217291497363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03905846,0.046243155,0.14791361,-0.0011041627,0.00018156187,-0.0020750364,1059.2619,707.38871,0.0421214089821338,-0.024117479481756993,-0.07001603098928093,-0.05686406423072087,0.004246240298428151,0.06177532654425426,0.06720398668833154,0.01595376647570115,-0.048751632006466636,-0.0723406019275811,-0.03491854372917643,0.031953314396054325,0.07187620456714623,0.05117973270472264,-0.012680993089721225,-0.06584675083904257,-0.06347830151829394,-0.0075731613805540615,0.054719074656735776,0.07086202642489213,0.027240959486883397,-0.03935474273161045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039422843,0.077496469,0.02513241,-0.0018464577,0.00050873653,-0.0017442758,1059.3746,706.93762,0.041624790908690965,-0.02525949841264562,-0.07049583302375322,-0.055315663093580214,0.007271266458415731,0.0636265581367559,0.06545246738592297,0.011184149168805365,-0.052669234860922905,-0.07138390741406603,-0.02892097582423645,0.038327878454590965,0.07272888423818598,0.04479961067919785,-0.02152393054005573,-0.06940098220890818,-0.05779984095561966,0.003337055870680634,0.06161402122986072,0.06708639327093416,0.015064226842679189,-0.04986831868762775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062112469,-0.065033956,0.15038195,-9.1158185e-05,-0.00010783658,-0.0018377579,1056.9627,704.66633,0.04112528237769033,-0.026394501309194584,-0.07093157953305695,-0.05370580869459121,0.01028367131277072,0.06531876396151974,0.06347830151829385,0.006364845279967451,-0.05629072606307752,-0.06993180146045636,-0.0226805729405659,0.04431950104980301,0.07272888423818599,0.03781043616657016,-0.030031010057770154,-0.07172330306153538,-0.05096336293581346,0.014172333565760179,0.06696763521577022,0.06145164627954615,0.0024273500593093742,-0.058710533033255255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
